State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow,Latitude,Longitude
IA,Davis County,2838,148986,159,8299,129,6003,-30,-1.057,40.748089,-92.41034499999999
MN,Rock County,3579,223448,203,8500,165,6990,-38,-1.062,43.669587,-96.263238
FL,Hardee County,7530,333691,579,20545,499,18125,-80,-1.062,27.492846000000004,-81.82158000000001
KY,McLean County,3103,168268,187,6095,154,6295,-33,-1.063,37.526707,-87.265597
MT,Sheridan County,1502,85262,88,4061,72,2798,-16,-1.065,48.705523,-104.533913
MN,Martin County,8246,474679,425,19458,337,13118,-88,-1.067,43.677118,-94.537252
TX,Jim Wells County,12900,669774,921,40825,783,32987,-138,-1.07,27.733515999999998,-98.090814
NE,Hall County,23039,1506138,1664,76806,1417,54894,-247,-1.072,40.866027,-98.502664
IA,Calhoun County,3639,213579,227,10140,188,8659,-39,-1.072,42.38617,-94.643683
AR,Pulaski County,136703,10618022,10704,564337,9236,430216,-1468,-1.074,34.770311,-92.312996
AR,Ouachita County,7541,376812,461,18552,380,15103,-81,-1.074,33.591167999999996,-92.878413
PA,Wyoming County,10686,684802,719,32046,604,24523,-115,-1.0759999999999998,41.525172999999995,-76.00873100000001
TX,Titus County,10411,565945,763,31684,651,29041,-112,-1.0759999999999998,33.214599,-94.96678299999999
AR,Clay County,4631,199151,327,11052,277,9341,-50,-1.08,36.367302,-90.418704
WV,Fayette County,13189,610097,788,27664,645,24730,-143,-1.084,38.030933000000005,-81.086051
KS,Ellsworth County,2119,116333,125,4567,102,3281,-23,-1.085,38.700845,-98.20535500000001
WV,Marshall County,11433,704301,636,30527,512,22402,-124,-1.085,39.854426000000004,-80.67179399999999
VT,Chittenden County,67272,5835074,5157,305322,4426,275094,-731,-1.087,44.463328999999995,-73.06940999999999
KS,Sheridan County,1012,43855,38,1701,27,859,-11,-1.087,39.350547,-100.44122800000001
IL,Perry County,7080,385757,398,14587,321,15162,-77,-1.088,38.084381,-89.368525
TX,Runnels County,3492,186994,261,11514,223,10975,-38,-1.088,31.845119,-99.982715
WI,Milwaukee County,346782,22130616,20458,1384211,16681,889499,-3777,-1.089,43.01766,-87.481554
IL,Bond County,5506,319840,354,14734,294,12394,-60,-1.09,38.885923999999996,-89.436592
NJ,Passaic County,195065,13456805,12342,820874,10214,621325,-2128,-1.091,41.037890000000004,-74.29828
NJ,Cumberland County,52438,2926656,2572,116872,2000,96687,-572,-1.091,39.328434,-75.121628
AZ,Coconino County,43997,3020851,4959,247737,4479,270112,-480,-1.091,35.829692,-111.773728
KS,Comanche County,641,30234,27,1372,20,1062,-7,-1.092,37.181442,-99.251293
KS,Sumner County,8006,470589,617,25233,529,23103,-88,-1.099,37.236662,-97.493352
TX,Wheeler County,1724,98924,123,5072,104,5107,-19,-1.102,35.392593,-100.253107
MO,Howard County,3443,183507,251,9678,213,9560,-38,-1.104,39.143365,-92.695926
AL,Marengo County,6401,334692,393,17647,322,11895,-71,-1.109,32.247591,-87.79109100000001
SD,Hanson County,1530,100244,107,6247,90,4755,-17,-1.111,43.680611999999996,-97.79684499999999
MS,Yazoo County,7457,319822,383,14131,300,10840,-83,-1.113,32.765675,-90.387928
IA,Monona County,3321,188009,200,8140,163,7637,-37,-1.114,42.049432,-95.95656600000001
AR,Crittenden County,15789,782221,1114,44482,938,46137,-176,-1.115,35.211878999999996,-90.315332
NE,Dodge County,13635,827193,918,44102,766,38587,-152,-1.115,41.577008,-96.645853
SD,Hughes County,6906,494710,543,30631,466,21644,-77,-1.115,44.384452,-99.975684
AR,Lee County,2144,123622,169,4454,145,3706,-24,-1.119,34.779505,-90.779717
IN,White County,9271,523207,772,33002,668,31632,-104,-1.122,40.75095,-86.864293
IA,Montgomery County,3735,208313,269,12192,227,9268,-42,-1.124,41.021735,-95.15779
AL,Monroe County,6314,305923,342,15260,271,11819,-71,-1.124,31.580332000000002,-87.383266
SD,Walworth County,2131,136716,114,4875,90,4350,-24,-1.126,45.427605,-100.027856
IL,Cook County,2011039,178442056,100145,8657421,77478,5723827,-22667,-1.127,41.894294,-87.645455
AR,Chicot County,3014,133132,209,6815,175,7136,-34,-1.128,33.267139,-91.297158
MI,Washtenaw County,127037,12703939,12465,836654,11032,743866,-1433,-1.128,42.252217,-83.843423
WV,Monongalia County,32214,2541792,3567,201790,3202,172762,-365,-1.133,39.633645,-80.059074
MT,Daniels County,706,42971,28,1382,20,846,-8,-1.133,48.794429,-105.54173899999999
TN,Haywood County,6333,243587,408,14438,336,11637,-72,-1.137,35.586678000000006,-89.282691
NC,Halifax County,16608,733281,1043,38148,854,31076,-189,-1.138,36.251438,-77.64484200000001
NE,Chase County,1406,82057,68,3368,52,2412,-16,-1.138,40.530390000000004,-101.694192
IL,Warren County,6235,347080,422,18909,351,14150,-71,-1.139,40.850441,-90.620223
TX,Brooks County,2275,80047,142,4768,116,4112,-26,-1.143,27.034994,-98.215276
VA,Wise County,10571,507520,660,23602,539,18645,-121,-1.145,36.974561,-82.62156
IL,Hancock County,6895,395245,431,17377,352,14196,-79,-1.146,40.401317999999996,-91.168801
ND,Dickey County,1913,106191,112,5299,90,4391,-22,-1.15,46.107756,-98.49651800000001
IL,DuPage County,359458,41385496,29457,2721910,25312,2047784,-4145,-1.153,41.852058,-88.086039
KY,Lawrence County,4312,214400,302,11593,252,8708,-50,-1.16,38.074453000000005,-82.73829
NY,Broome County,71905,4423529,3698,185997,2864,126101,-834,-1.16,42.161977,-75.830283
MN,Blue Earth County,23438,1572690,2399,105243,2127,95065,-272,-1.161,44.03371,-94.064012
OK,Kiowa County,2584,109800,182,5360,152,5940,-30,-1.161,34.921489,-98.981617
VA,Dickenson County,3870,179335,202,6701,157,4795,-45,-1.163,37.136701,-82.34921999999999
OK,Caddo County,8068,405570,609,24795,515,21933,-94,-1.165,35.16792,-98.381045
KS,Stanton County,686,44745,31,1742,23,763,-8,-1.166,37.565932000000004,-101.789383
KS,Lyon County,11452,628499,784,30014,650,26499,-134,-1.17,38.455403000000004,-96.161641
KY,Floyd County,9901,472130,604,22100,488,18247,-116,-1.172,37.552456,-82.739724
KS,Meade County,1449,93898,105,5245,88,4768,-17,-1.173,37.243885999999996,-100.36009399999999
FL,Hendry County,12012,555928,1150,40697,1009,38173,-141,-1.1740000000000002,26.539966999999997,-81.152114
MN,Jackson County,4075,243876,236,9136,188,7018,-48,-1.178,43.671110999999996,-95.149731
ND,Griggs County,932,59508,38,1837,27,980,-11,-1.18,47.456334000000005,-98.232286
WV,Boone County,6441,321556,333,13289,257,9326,-76,-1.18,38.022814000000004,-81.713538
SD,Grant County,2874,182450,154,8557,120,5900,-34,-1.183,45.172637,-96.772261
IA,Mahaska County,7586,494659,517,23268,427,19285,-90,-1.186,41.330797,-92.63636600000001
SD,Codington County,10753,739580,740,33285,612,32375,-128,-1.19,44.966285,-97.198837
AL,Montgomery County,75008,4705233,5533,315066,4639,232931,-894,-1.192,32.202881,-86.204461
NE,Rock County,502,22159,35,1294,29,1152,-6,-1.195,42.394749,-99.420851
KS,Thomas County,2846,164805,232,9399,198,9487,-34,-1.195,39.357713000000004,-101.083386
CA,Yolo County,68867,6029340,6737,406766,5914,357787,-823,-1.195,38.679596000000004,-121.902441
KS,Hodgeman County,669,35846,37,1721,29,1112,-8,-1.196,38.087493,-99.89840699999999
MI,Ingham County,95360,6529677,9008,487223,7866,360003,-1142,-1.198,42.603534,-84.373811
IN,Vigo County,35904,2043066,2400,106523,1970,80058,-430,-1.198,39.429142999999996,-87.390375
OH,Henry County,11258,684399,679,28179,544,20629,-135,-1.199,41.331584,-84.0689
AL,Hale County,4832,213670,351,12970,293,12272,-58,-1.2,32.752796000000004,-87.62306099999999
SD,Corson County,917,36321,69,2976,58,1806,-11,-1.2,45.685671,-101.179665
NM,Luna County,8077,289169,546,29646,449,14796,-97,-1.2009999999999998,32.184523,-107.74719099999999
ND,Walsh County,4243,266457,253,14254,202,7769,-51,-1.202,48.376979,-97.72223000000001
ND,Grant County,914,45138,33,2028,22,961,-11,-1.204,46.357827,-101.639049
NE,Dakota County,7455,403580,695,27890,605,20409,-90,-1.207,42.391645000000004,-96.561356
IN,Randolph County,9269,433071,597,20168,485,16995,-112,-1.208,40.164079,-85.00579
NM,Quay County,2712,98358,175,7123,142,4377,-33,-1.217,35.107018,-103.548071
PA,Centre County,48004,3830859,3474,186506,2890,168523,-584,-1.217,40.909128,-77.847877
TX,Mitchell County,2133,119487,169,7115,143,6830,-26,-1.219,32.304117,-100.924392
AL,Bibb County,6054,332129,450,18686,376,15189,-74,-1.222,33.015893,-87.12714799999999
IA,Webster County,12817,795486,832,37730,675,27874,-157,-1.225,42.433578999999995,-94.175831
MA,Nantucket County,5544,615699,463,33271,395,35978,-68,-1.227,41.305878,-70.14191
NC,Edgecombe County,16619,735148,1388,41270,1184,35183,-204,-1.228,35.917077,-77.602742
IL,Christian County,12362,726261,678,29663,526,19655,-152,-1.23,39.545524,-89.279593
MS,Walthall County,4388,195228,305,11414,251,10592,-54,-1.2309999999999999,31.164492,-90.103431
IL,Clark County,5924,359125,331,13878,258,11689,-73,-1.232,39.332334,-87.79168299999999
TX,Brazos County,59514,4454692,6443,322714,5709,329118,-734,-1.2329999999999999,30.656713,-96.30239399999999
PA,Greene County,12651,938170,574,29631,418,18844,-156,-1.2329999999999999,39.847707,-80.225655
IN,Tippecanoe County,58397,4388178,5063,246847,4339,211874,-724,-1.24,40.389133,-86.89355400000001
IA,Tama County,6526,378592,459,20220,378,16397,-81,-1.2409999999999999,42.074847999999996,-92.529411
GA,Worth County,6361,296012,457,15404,378,14025,-79,-1.242,31.551772999999997,-83.84996
AR,Drew County,5392,303798,429,16364,362,13851,-67,-1.2429999999999999,33.587241999999996,-91.722778
CA,Sonoma County,194193,17219249,11194,829442,8772,701383,-2422,-1.247,38.525182,-122.92611000000001
MD,Montgomery County,405113,52588069,32326,2887619,27259,2063951,-5067,-1.251,39.137381,-77.203063
IA,Franklin County,3594,217979,215,9273,170,6542,-45,-1.252,42.736545,-93.271415
NC,Onslow County,54993,2720364,11873,493754,11183,472510,-690,-1.255,34.763109,-77.49946899999999
MT,Hill County,5809,324730,407,15751,334,13635,-73,-1.2570000000000001,48.631959,-110.106321
AL,Wilcox County,3335,130558,208,5975,166,5865,-42,-1.2590000000000001,31.990082,-87.304935
GA,Terrell County,2929,127622,222,6720,185,6893,-37,-1.263,31.777191,-84.43944599999999
TX,Lamb County,4025,174889,306,12980,255,9634,-51,-1.2670000000000001,34.068861,-102.34801800000001
OK,Johnston County,3074,156084,280,10273,241,8888,-39,-1.2690000000000001,34.313455,-96.65425400000001
KS,Labette County,7246,345331,478,18754,386,14604,-92,-1.27,37.191468,-95.297473
KS,Edwards County,1102,58170,65,2632,51,1781,-14,-1.27,37.883595,-99.304746
FL,Alachua County,85305,5952208,8912,445746,7827,399171,-1085,-1.272,29.67574,-82.357221
CO,Pitkin County,7535,1117017,928,85488,832,181121,-96,-1.274,39.217538,-106.91615900000001
MT,Powder River County,628,30785,28,1407,20,578,-8,-1.274,45.408926,-105.55534399999999
SD,Oglala Lakota County,3138,106290,227,7303,187,4572,-40,-1.275,43.33358,-102.561686
MS,Kemper County,2973,114923,181,6877,143,5132,-38,-1.278,32.750136,-88.625631
NE,Stanton County,2106,118541,177,7398,150,6390,-27,-1.2819999999999998,41.905045,-97.177109
MS,Lawrence County,3822,189083,248,14081,199,6793,-49,-1.2819999999999998,31.550009000000003,-90.10753000000001
KY,Bell County,6776,274981,415,13351,328,9942,-87,-1.284,36.728928,-83.680718
NE,Cedar County,3190,186478,161,8413,120,4493,-41,-1.285,42.60456,-97.25686999999999
MN,Grant County,2330,138025,160,9140,130,6754,-30,-1.288,45.930743,-96.010699
MT,Blaine County,2017,85109,131,4874,105,3428,-26,-1.2890000000000001,48.428282,-108.967648
IN,Blackford County,4498,215717,321,11760,263,9278,-58,-1.2890000000000001,40.472671999999996,-85.32373
KS,Cloud County,3168,153779,224,6649,183,7263,-41,-1.294,39.487328999999995,-97.64139
IA,Union County,4399,238774,289,13329,232,8571,-57,-1.296,41.02855,-94.245091
CA,Santa Clara County,742126,137755940,51481,7270493,41828,4644312,-9653,-1.301,37.220695,-121.69051
MN,Clearwater County,2994,200234,179,8039,140,5014,-39,-1.3030000000000002,47.575873,-95.371117
TX,San Patricio County,22691,1356899,2525,122067,2228,108487,-297,-1.3090000000000002,28.011794000000002,-97.517157
NJ,Middlesex County,318211,29698095,24936,1989830,20753,1502853,-4183,-1.315,40.439621,-74.40743
IA,Emmet County,3492,199848,222,8936,176,6187,-46,-1.317,43.377984000000005,-94.66937
AZ,Greenlee County,2575,159682,252,16302,218,10433,-34,-1.32,33.238872,-109.242323
SD,Brown County,14790,1073272,1063,55558,867,37378,-196,-1.325,45.589254,-98.352175
WV,Nicholas County,7999,392041,411,15927,305,15318,-106,-1.325,38.291432,-80.797515
IL,Mason County,5093,281298,321,12095,253,8704,-68,-1.335,40.236993,-89.913575
AR,Miller County,13161,709743,1330,50129,1154,42971,-176,-1.337,33.305505,-93.90150200000001
KY,Leslie County,2689,117014,112,3388,76,1899,-36,-1.339,37.087846,-83.38861700000001
CA,Modoc County,2679,132071,210,12508,174,7340,-36,-1.344,41.592918,-120.71837
TX,Karnes County,4312,438073,330,15935,272,12567,-58,-1.345,28.908996000000002,-97.852205
NY,Rockland County,116136,12211778,6313,558226,4748,350327,-1565,-1.348,41.154628,-74.024662
NE,Madison County,12897,829757,1006,44227,832,36484,-174,-1.349,41.909929,-97.60685600000001
MS,Attala County,5905,282668,290,11127,210,7680,-80,-1.355,33.090468,-89.588622
OK,Latimer County,3025,149680,224,7790,183,6941,-41,-1.355,34.875137,-95.272262
MO,Worth County,736,22460,38,1569,28,847,-10,-1.359,40.480499,-94.419198
NE,Cuming County,3441,210229,198,8966,151,6148,-47,-1.3659999999999999,41.915865000000004,-96.788517
IL,Lawrence County,4965,268903,314,12415,246,8240,-68,-1.37,38.718954,-87.730221
WV,Clay County,2403,108254,138,5140,105,3377,-33,-1.3730000000000002,38.459826,-81.081866
NY,Tompkins County,32333,2576912,3192,175074,2748,146518,-444,-1.3730000000000002,42.453006,-76.473483
MN,Polk County,11390,742128,867,36296,710,32252,-157,-1.3780000000000001,47.774254,-96.40002700000001
TX,Hansford County,1740,112664,97,4409,73,3707,-24,-1.379,36.272847,-101.35693
WV,Tyler County,3039,202941,195,8067,153,5729,-42,-1.382,39.465634,-80.877219
NE,Richardson County,3040,167749,152,5201,110,4430,-42,-1.382,40.123743,-95.718603
VA,Fairfax County,418618,59342138,46195,4370226,40400,3516353,-5795,-1.3840000000000001,38.82952,-77.273252
OR,Benton County,29181,2504326,3675,189324,3271,169928,-404,-1.3840000000000001,44.493882,-123.42466399999999
TX,Jim Hogg County,1587,66114,90,2626,68,2787,-22,-1.386,27.053231,-98.747571
ND,Wells County,1656,108672,82,3631,59,2672,-23,-1.389,47.580851,-99.682213
KS,Marion County,4244,233042,297,13779,238,10663,-59,-1.39,38.359646999999995,-97.10277099999999
ND,Mountrail County,3234,314003,400,25739,355,18537,-45,-1.391,48.210073,-102.36489499999999
KS,Coffey County,3157,195485,203,13326,159,7573,-44,-1.3940000000000001,38.23645,-95.729137
MS,Claiborne County,2652,88601,165,5338,128,5350,-37,-1.395,31.97281,-90.915424
KY,Breathitt County,3582,155271,153,5246,103,3918,-50,-1.396,37.517807,-83.31715799999999
SC,Allendale County,2507,94785,182,5197,147,3693,-35,-1.396,32.979757,-81.363265
TX,Zapata County,4009,147756,164,7761,108,4047,-56,-1.3969999999999998,26.996980999999998,-99.182603
VA,Prince Edward County,5988,311053,600,25360,516,21220,-84,-1.403,37.224880999999996,-78.432957
NC,Chowan County,4917,290296,335,16531,266,12002,-69,-1.403,36.128979,-76.602752
TX,Lipscomb County,1068,70695,68,2778,53,1833,-15,-1.4040000000000001,36.2802,-100.272683
OK,Woodward County,6398,382561,449,22728,359,16694,-90,-1.4069999999999998,36.425619,-99.273661
KY,Harlan County,7028,290696,316,11089,217,5866,-99,-1.409,36.859223,-83.221497
KS,Atchison County,5297,309414,413,18669,338,17282,-75,-1.416,39.532544,-95.313397
NM,Hidalgo County,1411,57369,91,3414,71,3032,-20,-1.4169999999999998,31.898052000000003,-108.751929
OK,Comanche County,34951,1874806,4286,190027,3790,162135,-496,-1.419,34.66263,-98.476612
OK,Seminole County,6815,324826,614,21385,517,17207,-97,-1.423,35.158366,-96.602857
KS,Finney County,13272,769669,1005,41280,816,30684,-189,-1.4240000000000002,38.049808,-100.73996700000001
IN,Delaware County,37478,2058404,2665,108836,2131,81021,-534,-1.425,40.227543,-85.399262
VA,Tazewell County,12445,681909,688,30489,510,22646,-178,-1.43,37.125395000000005,-81.562924
OK,Garfield County,20098,1389885,1736,98373,1448,73543,-288,-1.433,36.378054,-97.78845
WY,Carbon County,5280,385692,511,30348,435,20870,-76,-1.439,41.703590000000005,-106.933153
AR,Nevada County,2569,111617,213,7568,176,5651,-37,-1.44,33.666699,-93.305072
MO,Daviess County,2773,136143,187,7431,147,6258,-40,-1.442,39.962839,-93.97005300000001
KY,Todd County,3746,193550,268,9349,214,7458,-54,-1.442,36.840338,-87.183642
NE,Dawson County,8861,469474,645,26583,517,19395,-128,-1.445,40.867378,-99.815154
MO,Mississippi County,3738,172374,256,9262,202,6551,-54,-1.445,36.826264,-89.295929
AL,Macon County,5737,247548,419,13670,336,11425,-83,-1.4469999999999998,32.387027,-85.692887
IA,Johnson County,49874,4380931,4919,289521,4194,228449,-725,-1.454,41.670668,-91.590529
IL,McLean County,60405,5080026,4330,288116,3451,193448,-879,-1.455,40.494559,-88.844539
AR,Pike County,3160,143112,216,7531,170,7251,-46,-1.456,34.158190999999995,-93.658659
OK,Greer County,1373,64285,87,2966,67,2733,-20,-1.4569999999999999,34.933853000000006,-99.552968
IL,Massac County,5000,264743,289,10833,216,10162,-73,-1.46,37.216119,-88.705658
MS,Tunica County,3488,117521,358,11094,307,7598,-51,-1.462,34.652201,-90.37177
NE,Frontier County,888,33201,66,2410,53,1992,-13,-1.464,40.530947,-100.406683
ND,LaMoure County,1636,98228,77,3432,53,2604,-24,-1.4669999999999999,46.464195000000004,-98.526057
MO,Wayne County,3543,144021,289,8708,237,9863,-52,-1.4680000000000002,37.111074,-90.45393100000001
NY,New York County,687496,179278891,78511,12473140,68408,8538560,-10103,-1.47,40.776641999999995,-73.970187
IL,Knox County,18650,1048871,1073,51669,798,34382,-275,-1.475,40.930945,-90.213792
KS,Wichita County,813,50594,45,2072,33,1609,-12,-1.476,38.481922,-101.34743399999999
IL,Peoria County,68400,5294963,4839,387251,3825,190852,-1014,-1.482,40.785971999999994,-89.766993
IL,Coles County,16467,1011943,1233,55354,989,35483,-244,-1.482,39.51368,-88.220782
NC,Washington County,3980,177001,229,7289,170,5782,-59,-1.482,35.844713,-76.572291
AR,Monroe County,2213,85855,176,5430,143,5265,-33,-1.4909999999999999,34.679512,-91.20331
MS,Scott County,9028,392542,545,19350,409,13778,-136,-1.506,32.411959,-89.533486
IL,Iroquois County,10777,618084,674,29368,511,23565,-163,-1.5119999999999998,40.748867,-87.833601
MS,Tallahatchie County,3899,147824,247,7241,188,5560,-59,-1.5130000000000001,33.954529,-90.17224300000001
WI,Menominee County,1388,52786,111,3287,90,4067,-21,-1.5130000000000001,44.991304,-88.669251
MT,Richland County,4284,329684,347,21333,282,15933,-65,-1.517,47.785633000000004,-104.563408
GA,Clarke County,33925,2198885,4597,215571,4082,189358,-515,-1.518,33.952185,-83.367152
KS,Mitchell County,2365,123098,120,5331,84,2875,-36,-1.5219999999999998,39.393026,-98.207362
IL,Schuyler County,2551,142299,159,5788,120,4709,-39,-1.5290000000000001,40.156905,-90.61346400000001
NY,Kings County,974546,66066153,74783,5113184,59854,4126461,-14929,-1.5319999999999998,40.635045,-73.95064
